x1,y1,x2,y2,x3,y3,u,v,w
-0.67954481,0.40921126,0.35635159,0.08940433,-0.55880050,0.95118904,0.31603294,0.33570262,0.21337170
-0.55360844,0.29701284,-0.21020398,0.15169193,-0.35750838,0.26189572,-0.05836274,0.03862535,0.25230839
-0.38722676,0.71702881,-0.37927275,0.87857686,0.48768424,-0.16765547,0.34215401,0.07399512,0.07129143
0.75743580,-0.92416694,0.63882822,0.92440225,0.14056114,-0.65696581,0.47533200,0.35505055,0.25067848
-0.24406233,-0.30613823,-0.58847649,0.34830603,-0.13409976,-0.61176271,-0.62638858,0.13398774,0.09442657
-0.40785465,-0.00040016,-0.34930869,0.74324301,0.79935654,-0.96381403,-0.03250799,0.56197291,0.35080008
-0.32180870,-0.57394041,0.34891014,0.67540214,0.86437494,-0.31230037,0.21267756,0.76591221,0.37210413
-0.03100255,0.97101646,-0.53071913,0.45093037,-0.83063954,-0.66061172,-0.15167885,0.16301572,0.06508247
0.68226439,-0.26378400,-0.31942953,-0.41756943,0.73483965,0.20796506,0.07290601,0.43261597,0.21041952
-0.72930805,0.10234095,-0.79145000,-0.92172440,-0.85361316,0.73233671,-0.77592761,-0.09920486,-0.05942005
0.56380720,-0.24392074,0.14156305,-0.55257185,-0.83651348,-0.46655271,-0.34846079,0.26883997,0.02579012
0.85013440,-0.08446148,-0.44563447,0.57402933,0.65553631,-0.97523651,0.17042814,0.60270507,0.46200669
-0.91995293,-0.52073327,0.97631700,-0.15797283,-0.76888364,-0.66523313,-0.54782831,0.17330126,0.23933822
-0.79433171,0.82152884,-0.24344546,0.94052807,0.81844546,-0.41195283,0.37448471,0.54954649,0.29642295
-0.92075957,-0.97898770,0.96516725,-0.40890028,0.19314129,-0.10031093,-0.33137901,0.49708480,0.24627625
0.82678403,0.93962655,0.93959301,-0.77727538,-0.56961346,0.23561376,0.65571532,1.22272850,0.43597817
-0.48182802,0.08320453,-0.38535776,-0.50723761,-0.83726247,-0.43842655,-0.99192593,0.23849686,0.45366932
0.30402107,0.28693216,0.88146904,-0.21904290,-0.38643141,-0.34551717,0.09490272,0.53430337,0.44094263
-0.33133319,0.08845083,0.15797087,0.19192508,-0.50980399,-0.95925194,-0.50670137,0.24860808,0.27732552
0.10240951,-0.85816726,-0.84974042,0.27076419,-0.41835690,0.58436952,-0.58865459,0.40123540,0.35515690
0.58996699,-0.84578603,0.89845590,-0.65351578,0.55241797,0.96979174,0.60101601,0.32180318,0.07395574
-0.78624453,0.02871650,0.83871388,-0.41302101,0.78751760,-0.71663871,-0.06549266,0.24444207,0.07084289
0.60771256,0.81430753,0.68143704,0.49236977,0.37919036,-0.64369027,0.97481244,0.03707682,0.06245611
0.42964890,0.33555748,-0.49482718,-0.87117161,0.92677177,0.61650526,0.19523480,0.13204216,0.09654499
-0.20857911,-0.32266171,-0.48406182,-0.95118299,0.29287769,-0.16663224,-0.70179474,0.10369455,0.14541435
-0.29011311,-0.72343177,-0.74974197,-0.48177406,0.65786876,-0.20440537,-0.70913869,0.31399495,0.18026554
0.05740348,0.00179924,0.29767918,-0.12336609,0.37302626,0.46284390,0.36864819,0.08367306,0.47197326
-0.04234622,-0.54987583,-0.17550773,0.12081487,0.81387901,0.83541317,0.31136680,0.52175388,0.27657685
0.02338342,0.75484816,-0.68106454,0.53205572,0.76601914,-0.37639594,0.35110689,0.41251228,0.10336931
-0.25677134,0.40256533,0.47283623,0.18915561,0.71255428,0.79320874,0.89725186,0.21363749,0.41568483
-0.56476262,0.13903470,0.51550023,-0.89573356,0.36327291,0.43430653,0.06515886,0.57016025,0.53888376
-0.67040370,0.45979230,-0.91858263,0.96244212,0.61588747,0.25689700,0.21106552,0.51768125,0.21532270
0.55151450,0.68386172,0.31943471,0.40081553,-0.10988254,0.84861561,0.88432044,0.20928603,0.37608560
0.60542306,-0.13415682,-0.67049156,-0.34906545,-0.74733985,0.81776952,-0.11053501,0.73994297,0.35717195
-0.76381994,-0.40904897,-0.50356726,0.49915362,-0.99198209,-0.62032259,-0.99042413,0.05700363,0.05988560
0.25505318,0.21125508,0.67066470,-0.58678837,-0.43043677,0.08467886,0.04883711,0.43117723,0.30716212
0.58218144,0.61730924,0.94723222,0.09075401,-0.01838144,0.71139540,1.12851961,0.15648111,0.01923732
-0.23348723,-0.43190511,-0.78372158,0.61509818,-0.76385694,0.49453047,-0.61624731,-0.04990142,0.03005482
-0.72681197,0.00074295,0.14515657,-0.37749709,0.00606498,-0.28636247,-0.68174547,0.00938236,0.00536099
-0.11537134,-0.10089571,-0.39040162,-0.20119450,0.56617462,0.36682577,-0.10256106,0.03712593,-0.03642081
-0.99224868,-0.44475750,0.19632840,0.76332587,0.65884250,0.02192042,0.11478432,0.83089266,0.37186926
0.66918697,-0.18206932,0.48926124,0.97518338,-0.38932682,-0.65937435,0.21127231,0.57117152,0.31983989
-0.22167472,-0.14826106,-0.18949586,0.72249062,0.16885605,0.46766158,0.27301491,0.29329493,0.26028298
-0.01459590,0.49153668,0.28071080,0.29749087,0.25935072,-0.18600205,0.27866378,-0.02940510,0.38149738
0.69253613,0.53499958,0.63065172,0.21092479,-0.30109982,-0.47083348,0.36516348,0.07682182,-0.11002157
0.08849352,-0.69586007,0.66595057,-0.03091384,-0.06579474,-0.90922388,-0.48069568,-0.00036019,-0.08141461
0.31368708,-0.96051723,0.01432719,0.89225419,0.38089518,-0.19615254,0.19194854,0.12562801,-0.08657139
-0.58222122,-0.58458334,0.77205058,-0.46186158,-0.85023044,0.66135518,-0.44331347,0.84619621,0.21269923
-0.66289278,0.30613400,0.42687400,0.63000689,-0.46047873,0.21933266,0.14117803,0.09446581,0.21725053
-0.65527406,0.57953525,0.73343573,-0.34071288,-0.55536288,0.92757683,0.17794070,0.10203147,0.36855790
0.24490412,-0.36694169,-0.13646875,0.52318599,0.57082391,-0.62019826,0.11263372,0.05444697,0.00834982
0.94609966,-0.11284689,0.82629001,0.45649569,0.21251981,-0.47603194,0.56364004,0.22150032,0.42043704
-0.27782046,0.50275262,-0.51901279,0.43631628,0.43695385,-0.38900824,0.18439003,0.21022327,0.20611179
-0.01527700,-0.80005157,-0.62647748,-0.88931389,0.19502714,0.77775225,-0.44723568,0.49878849,0.18813884
0.92824317,0.22635791,-0.31511367,0.67573724,-0.76386579,0.38527388,0.20284150,0.36488081,0.20522309
-0.00995424,-0.24421145,-0.66280484,-0.53656537,0.64029999,-0.07484839,-0.35651863,0.00654613,-0.01268880
0.18723717,0.81897413,0.98878682,-0.90756410,0.59488542,0.71517565,0.71181318,0.26869502,0.23329997
0.16050752,0.83768046,-0.20014281,0.76006034,0.51712106,-0.69545384,0.47490546,0.28127447,0.29116526
-0.88576063,-0.24102023,-0.74004228,-0.07422145,0.67996069,0.81216870,-0.03270827,0.08840437,0.01659729
0.68124807,-0.91437043,-0.45281947,-0.76512656,-0.81792459,-0.94475422,-1.17854445,0.00345225,-0.01215737
0.32603238,-0.22059614,0.26212605,0.93918962,0.28320667,-0.51381653,0.18046329,0.25159708,0.09279094
0.18099100,-0.30077051,0.21070550,0.12051519,0.04434355,-0.87839072,-0.26985321,0.10241614,0.07076474
-0.15176045,0.32477133,0.42709290,0.48656612,0.44223058,0.50441700,0.87340556,0.00122324,0.28516350
-0.69798049,0.83729479,0.70913755,0.70432858,-0.89437749,-0.81756383,-0.00962206,1.07352175,0.20428624
-0.91976413,0.06293011,-0.11330045,-0.74359375,-0.20962347,0.41529481,-0.29225229,0.44495471,0.43606654
0.04901912,-0.81924681,0.60078691,-0.82842944,-0.93161336,-0.23152760,-0.72979199,0.07147119,0.17915951
0.61383876,0.71171960,-0.39251105,-0.15033928,-0.50922001,0.11435499,0.25897811,0.13962881,0.27103915
0.56724284,0.91259232,0.16828064,-0.79062414,0.30514987,-0.10277656,0.51225909,0.00867545,0.07970974
0.07123801,0.79363678,0.66323413,-0.41734822,-0.68593621,-0.25929626,-0.07873441,0.72525913,0.49313343
-0.30924143,0.14981133,-0.91285076,0.62989735,0.30223409,-0.37269966,-0.19882955,0.09990477,-0.07539143
0.00211371,0.05225679,-0.70248700,0.82883600,-0.34885414,-0.34487110,-0.02309417,0.52919301,0.43623517
-0.04060432,0.82576947,0.85523448,0.93950429,0.63125858,0.85088645,1.51280085,-0.05738466,0.10267317
0.15120803,0.98499506,0.56789710,0.40583243,0.49329807,-0.27684447,0.86661150,0.29812915,0.07287780
-0.19485078,-0.07085685,0.95950985,0.06425679,-0.66440493,-0.70329001,-0.25262971,0.21454588,0.19752169
-0.17778237,0.45592044,-0.89978993,-0.80155519,0.09141580,-0.46854157,-0.63541873,0.56395473,0.44935182
0.26428218,0.05275487,-0.84300648,-0.85437711,0.70125398,0.28647792,-0.03873068,0.24513686,0.10214100
0.69525947,0.42055683,-0.43249519,0.78256299,0.19615600,0.73098664,0.81078823,0.16698730,-0.01127429
0.35120068,0.08895263,0.88947048,0.59632149,0.45163700,0.62806475,1.07887964,0.11872452,0.42204843
0.54066502,0.02856760,-0.02584837,-0.19251386,0.76539386,0.59246376,0.72763831,0.11021724,0.13734475
0.70228319,-0.08309264,-0.62047894,-0.40129145,0.38266895,-0.98898584,-0.27441956,0.60643144,0.58017077
0.94158345,0.08605748,0.14393646,0.10275361,0.05125443,0.08408114,0.36199229,0.11162636,-0.22046626
-0.18339846,0.25993049,-0.38448118,-0.39617923,0.01263470,0.17253532,-0.43359078,-0.01156911,0.33638650
0.98906202,0.47227057,0.13181703,-0.26327369,-0.19572223,0.87304618,0.79061477,0.72530869,0.40503427
0.79749578,0.85032730,0.69268714,-0.23316761,-0.07127072,0.59181501,0.76009167,0.57647428,0.39305685
-0.08770342,-0.76698109,-0.29100649,-0.16961114,-0.96367285,-0.65585205,-0.96772478,0.23765013,0.65964127
0.17915427,-0.42571019,0.99545339,-0.48415880,0.02757667,0.47903957,0.21869640,0.26539793,0.35442478
0.43093014,-0.01724692,0.94298937,0.43235988,-0.81724553,-0.74105975,-0.03677254,0.16584673,-0.00683566
-0.94772790,-0.49355250,-0.04042589,0.90433712,-0.20174020,0.44701118,-0.08884876,0.05742912,-0.23023479
0.09919194,0.06897236,-0.30659492,0.89221079,0.93919848,-0.79366030,0.08594639,0.07211989,-0.01012913
0.34329232,-0.76270673,-0.46933142,-0.44249324,-0.04057412,0.58656567,-0.15158646,0.34987388,0.39026611
-0.22056585,0.33740324,-0.41150444,0.01563679,0.81015672,-0.76768593,-0.11713061,0.30005334,0.17754610
-0.22727113,0.81077881,-0.59759988,0.04148525,-0.16679193,0.77589457,0.29458661,0.02560959,-0.13362981
0.08959135,-0.57075012,0.51932462,-0.32582140,-0.02805126,-0.98287619,-0.42282842,0.22013899,0.12627189
0.85162569,0.93737056,-0.46493263,0.08107195,-0.11949753,0.51971044,0.64129181,0.08060783,0.02967533
-0.17671390,-0.73959693,-0.60937882,0.12169863,0.19698889,0.92014314,0.05904855,0.38584630,0.27788523
-0.70229049,-0.17239616,-0.44041742,0.39084568,-0.46588550,-0.57119938,-0.72977695,0.20211872,0.12705743
-0.63759266,0.75982059,0.38834273,0.06952644,-0.88367545,-0.34798672,-0.10126114,0.60030957,0.35586467
0.62390836,0.78301709,-0.36926726,-0.01253863,-0.33991678,-0.74415547,0.02937843,0.43434211,0.28131127
0.40584488,0.12614519,0.36953350,-0.54750398,-0.60119130,0.13514970,0.02801908,0.41762122,0.32874292
-0.99152671,-0.95989679,-0.38939081,0.23074846,-0.83086913,-0.55097931,-1.28622288,-0.23528188,-0.06912551
0.03685967,-0.95375044,-0.34033118,-0.72111764,-0.49835664,0.53996197,-0.53159358,0.20732732,0.10432617
-0.84524976,0.44985844,-0.79358060,-0.36596003,-0.46132474,-0.90046697,-0.91856957,0.13236937,-0.13032218
0.27675625,-0.51587801,0.35928837,-0.45273362,0.03047603,-0.35634463,-0.08174923,0.10276521,0.18378566
0.60712561,0.28238593,0.68665116,0.21232074,0.74076997,-0.18967403,0.71978990,-0.11151743,-0.05185842
0.07152396,-0.21245856,0.79663878,0.26545881,0.09824614,-0.89212189,0.02007611,0.19083515,0.21739512
-0.56995356,-0.13077546,0.09191364,-0.49917573,-0.45813124,0.06029268,-0.60212845,0.10083789,0.31917321
0.30884252,0.08839788,0.08950543,0.68763622,0.44632610,0.36917848,0.72196508,0.15625484,0.32034832
0.36482464,-0.68845445,0.82694609,-0.71614692,0.75824289,-0.56746329,0.09833157,-0.12950450,0.16827639
-0.68046441,0.69821903,-0.23653090,-0.12056480,-0.76428044,0.20201053,-0.12052177,0.12609752,0.42759507
0.59877589,0.20736805,-0.98363038,0.90467048,0.83936234,0.28587064,0.52408860,0.23423209,0.13399225
0.55843649,0.19711780,-0.15544155,0.86705311,-0.18313819,0.21155824,0.42402992,0.34979935,0.45510856
-0.92517153,0.40826574,-0.99881952,-0.91586887,-0.77774877,-0.72085021,-1.40380558,0.13442015,0.08858782
0.81799984,0.30972468,0.60417394,0.63941673,-0.50965312,0.61657212,1.11038039,0.19427640,0.29005915
-0.28456599,-0.68268160,0.55370887,0.83268334,-0.37260289,0.75952507,0.18544697,0.79161804,0.54943134
-0.88866558,-0.13025466,-0.24739348,-0.41213641,0.63227110,-0.11795961,-0.39259516,0.17379155,-0.01229306
0.03799157,-0.88793756,0.34607050,0.78276617,-0.65560114,0.28548884,-0.12144746,0.76734787,0.36008980
-0.95667063,0.79461152,-0.23352272,0.66769671,-0.65057723,0.43318318,-0.24531172,0.18452044,0.40597257
0.93981736,0.31323101,0.56904752,-0.07738914,-0.05766606,-0.01474971,0.58066854,-0.02458042,0.21913660
0.08404784,0.14285729,0.85354188,0.67949435,-0.70023753,-0.24775856,0.37177719,0.07800774,0.01995043
-0.85082808,-0.63406893,0.53215436,0.33444285,0.59574195,-0.42299317,0.00115687,0.77631978,0.44670116
-0.96242585,-0.20690504,0.26759643,0.47214916,0.82530123,0.07546359,-0.05804104,0.42532776,0.22789983
0.60772649,0.96431585,0.81449288,0.32453701,-0.31504907,-0.52169949,0.66142350,0.21760796,0.31350668
0.17070550,0.02623654,-0.14514964,0.58880138,0.87156477,0.44924964,0.63847093,0.21689043,0.26718155
0.30711341,0.07350797,-0.50416859,0.55895404,-0.76181313,0.28777634,-0.11004072,0.25606581,0.18436243
0.95618822,-0.52161390,-0.97566333,0.91051598,-0.37598456,-0.44385484,-0.23876825,0.76284976,0.31702459
0.97222913,0.41504937,-0.36335957,0.06937655,-0.10262901,0.00317423,0.27864290,0.11924967,-0.02531897
-0.59856116,0.63383735,-0.28001815,-0.69702722,0.13374864,0.68968682,0.02116463,0.52281980,0.24455188
0.46207601,-0.32777085,-0.71457709,-0.48998068,-0.30129271,-0.44173246,-0.66007655,0.01656308,0.05239317
-0.60699262,0.60340125,0.07511365,-0.60317755,-0.14156579,0.74383113,0.07926541,0.21642957,0.23093237
-0.21736385,-0.60832512,0.25081018,-0.84570119,0.57237990,-0.88495029,-0.57997063,-0.06920793,-0.02708706
-0.74164865,0.07700420,-0.85166490,-0.51756338,-0.23666218,-0.42865766,-1.02157316,0.02301054,0.23588708
-0.28627697,0.67719420,-0.54980132,0.41866178,-0.30455927,0.07072665,0.16778872,0.17656385,0.38852338
-0.41940841,0.62040591,0.18518946,0.23036987,0.50949713,-0.49020687,0.31982585,0.32994877,0.14573166
-0.36878970,0.62454225,0.91327883,0.25838250,-0.79341602,0.70797426,0.39708522,-0.03160498,0.03245619
-0.75686830,0.81204016,0.41572438,0.63856436,-0.23235895,0.84638261,0.68940372,0.17137525,0.15234604
-0.49079195,-0.99273675,-0.75821707,-0.59691191,0.52669054,-0.24390008,-0.98897879,0.31703792,0.27843168
0.34314386,0.84273831,0.00573364,0.71057225,0.93550344,0.53779083,1.26692360,0.02048356,0.18351099
-0.80453624,0.66205363,-0.74079996,0.11902580,-0.09213856,-0.91030716,-0.54755666,0.32473180,-0.17957703
0.81594797,-0.81194489,0.35623362,-0.91468364,-0.15466686,-0.11645011,-0.32984808,0.33932646,0.21662513
-0.61999879,0.01949461,0.04365777,-0.60585083,-0.28053730,0.75498928,-0.05738339,0.33007909,0.50402406
-0.08308113,0.66811208,-0.64644025,-0.70463070,0.81332457,-0.42895312,-0.04150804,1.03791854,0.53046343
0.98113692,0.67099612,-0.20740072,0.98614683,0.59334039,0.68413174,1.17528610,-0.02625823,0.11607166
0.86928433,0.10438214,0.81971493,-0.04568720,-0.14635843,0.17736463,0.52992003,0.05466893,0.19265128
0.17866489,0.70192584,-0.44444750,0.73004282,0.57425792,0.55135172,0.44893540,0.22729166,0.05733064
-0.77298006,0.14763098,-0.97123760,0.80441738,-0.32660548,-0.26331027,-0.58733449,-0.02938346,0.02320097
0.16545414,-0.03014957,0.26871048,0.69428452,-0.10758121,0.00015876,0.33335004,0.09278894,0.33041705
-0.57212522,0.79201990,-0.70356756,-0.78422647,-0.36559807,0.01728151,-0.46366373,0.35687047,-0.19529451
0.70373936,0.21767520,-0.92479620,-0.87307102,0.26147215,0.63976462,-0.01741474,0.84749281,0.14025280
0.23724383,-0.85017160,-0.65922372,0.87238459,-0.46540957,-0.83341391,-0.60685562,0.56510144,0.43724155
-0.47438286,-0.57883666,-0.44574120,-0.03915676,0.47509819,-0.39735407,-0.29560907,0.05881235,0.41677697
-0.36908286,0.85157158,0.71876880,-0.73349342,-0.11555131,-0.27211516,-0.00884479,0.40988652,0.13421182
-0.36904607,0.49955918,0.77374034,-0.91874731,0.17670686,0.32721710,0.23650471,0.21324003,0.18787208
-0.77047477,-0.73990899,0.17344756,-0.75511900,-0.46680638,-0.60739670,-1.06659640,0.30568386,0.17192030
-0.33014925,0.92803153,0.44646803,-0.56046152,0.86509336,-0.98129600,0.14800316,0.14520122,0.01464645
-0.98164448,0.52942364,-0.83069161,0.63417270,-0.92979129,0.05631543,-0.38071514,0.05923718,0.26478357
-0.01903117,-0.25724405,-0.21603988,0.30686095,-0.60951722,-0.63699753,-0.51095500,0.12704122,0.43026571
-0.05195777,-0.95365951,-0.95868895,-0.79046433,0.25125619,0.32908682,-0.76791122,0.70796836,0.34636620
0.41534113,-0.31279572,-0.85187613,-0.15962910,0.40324866,0.60844765,0.21464702,0.52664153,0.31144112
0.00219038,-0.04478697,0.36098310,0.15141259,0.71432365,-0.09985169,0.31222145,-0.10607714,0.29203631
0.35127254,0.04890199,0.12689301,0.61140809,0.21476401,-0.48169919,0.24017202,0.22450399,0.19974243
0.78381372,-0.53571240,-0.11168791,0.39900918,0.85100756,0.39254644,0.62441644,0.37780208,0.36243449
-0.12528144,0.28389387,-0.28736022,0.56974257,-0.98361876,0.50283524,-0.01753608,0.01949385,0.31651559
0.17837164,0.57389414,0.74073243,-0.58287368,-0.83652633,-0.76022776,-0.22034862,1.10579353,0.46574379
-0.74327031,0.38153051,0.91895570,0.21487412,-0.53485581,0.92477905,0.36790197,0.40833519,0.30099993
0.14808598,-0.26842553,-0.41249695,-0.15912685,0.05280445,-0.07711397,-0.35659414,0.07461845,0.22935704
-0.60202138,0.87501045,0.21571614,0.23505958,0.25949988,-0.51300973,0.10256151,0.33406184,0.33108279
0.48762822,0.75827450,-0.99707354,0.40894196,-0.38547587,-0.00417855,0.33581666,0.40211308,0.28385281
-0.25848136,0.10779095,0.74875644,0.02641385,-0.36483352,0.20752147,0.08378309,0.00419649,-0.03237263
-0.97741403,-0.37854904,-0.82713831,-0.01621750,0.00229781,0.74044386,-0.50943007,0.09122342,-0.13084881
0.97928885,-0.47064407,-0.25452882,-0.53888574,-0.79502637,0.03045826,-0.40236127,0.36592654,0.40312139
-0.86338833,-0.99365800,-0.87640541,0.46346084,0.70504279,-0.86766681,-0.94048270,1.26758214,0.43996622
-0.33457724,-0.96252420,-0.98240151,-0.57728126,-0.59978042,-0.40927372,-1.36088454,0.10430351,0.38779438
0.77400205,-0.52281733,0.11066032,-0.09473319,-0.33719009,-0.18647967,-0.01708815,0.18993860,0.13289231
0.28027813,0.52297470,-0.56326036,-0.64694079,0.81138518,-0.80443956,-0.07627423,0.67349112,0.61403406
-0.69988662,-0.91378607,-0.42753318,-0.31135347,0.17908040,-0.11495648,-0.61238254,0.19584673,0.01396649
-0.76161204,-0.59526440,0.49232585,-0.76812972,0.90527074,0.62311984,-0.01929626,0.98859308,0.36224831
-0.50272072,-0.93547398,-0.49646563,-0.61040250,-0.30015163,-0.09147048,-0.87405751,0.13363842,-0.07744016
0.23096446,0.72905804,-0.22693311,-0.14781220,-0.51100980,0.66040414,0.40265284,0.15643902,0.42976439
-0.85546266,0.59506901,0.77093208,0.06453777,0.84153485,0.86154578,0.72927049,0.66972518,0.26161898
-0.08731612,-0.29623185,-0.20790029,-0.05736927,-0.96577925,-0.74531070,-0.72291187,0.24455774,0.33553857
-0.70100969,-0.08463213,0.25460839,-0.72961792,-0.84062229,0.22407665,-0.73955816,0.11563910,0.19363495
-0.65691378,0.71181033,-0.38051936,-0.14328240,0.09993251,0.77269592,0.30156595,0.23518342,0.44892880
-0.62642112,0.06921300,0.97025505,0.45229302,-0.61667276,-0.28800558,-0.04782005,0.40281231,0.14323646
0.74063644,0.71599021,0.56353237,0.25408321,0.33168693,-0.31584582,0.94051143,0.17030414,0.07792506
0.22779193,0.92986345,-0.57966423,-0.50606098,0.69581590,-0.34586789,0.15680911,0.77365659,0.52326155
-0.90109317,0.88364386,0.39546075,-0.98634819,-0.80571124,-0.72909172,-0.85722887,1.11058459,0.36203053
-0.37711271,0.02138881,0.80217936,0.07891446,0.80710897,0.08385406,0.52779952,-0.18164633,0.08644075
0.16167051,-0.05004602,0.02490228,-0.28874005,-0.13379729,-0.85168282,-0.33211159,0.18256939,0.05862959
-0.67281280,-0.27423642,-0.90142367,-0.27934113,0.21938886,0.35594889,-0.46663460,0.09845417,0.01476084
0.28764571,-0.60737175,-0.31514981,0.15025870,0.67590652,0.34121720,0.19645309,0.43122621,0.45257967
-0.92758882,-0.89525481,-0.26645543,0.11831694,-0.72896995,-0.86338822,-1.08308214,0.02117425,0.24787391
0.13434596,0.99360866,0.21020842,0.78079150,0.14577811,-0.03815987,0.70897142,0.05741241,0.16414895
0.71834563,-0.96190356,-0.63954662,-0.34506561,-0.37386313,0.66839263,-0.25475710,0.76873621,0.42915946
-0.02483171,0.90161449,-0.41097009,0.26740875,-0.90280123,-0.13711978,-0.03940896,0.04694124,-0.06283950
0.13108290,0.15206309,0.21710542,0.35077307,-0.35467216,-0.29656765,0.18091225,-0.06801726,0.10445729
0.13400334,0.74793078,-0.20832771,-0.10150464,0.66530888,0.94214987,0.73374570,0.35417142,0.15023328
-0.92294528,0.01425693,0.13995739,0.39918277,0.83406112,0.59019056,0.51595078,-0.07609321,-0.04379002
-0.97354750,0.10533134,0.12444888,0.48420369,-0.66920390,0.17732300,-0.09796904,0.06936684,0.05033151
0.37537197,0.32462110,-0.39280290,-0.82350976,0.51599538,-0.28584656,-0.19202755,0.37230631,0.37562058
0.66588219,0.90837293,0.13467746,0.93971277,-0.65315036,-0.01916514,0.73168638,0.27086662,0.18320515
0.30886041,0.01908256,0.97515400,0.98719261,-0.75331780,-0.47585289,0.32920527,0.43862324,0.06303258
-0.63904280,0.82354550,0.23444379,-0.38368439,0.10877323,-0.14518588,-0.12273953,0.06137845,0.07115652
0.91033747,0.18407960,0.57499934,-0.43492832,-0.69080848,-0.98712300,-0.02673096,0.34919250,0.08535538
-0.23997030,0.30944649,0.46919911,0.23626518,-0.12087465,0.62986755,0.25036901,0.18526583,0.51600773
-0.80540370,-0.22487888,-0.11322505,-0.63602581,-0.10210326,0.70578879,-0.33867106,0.53062474,0.43213955
0.95123101,-0.10006725,-0.22052854,0.82529389,0.55174610,-0.65295360,0.40005436,0.47236330,0.33773142
0.59717959,-0.87014504,0.85601247,-0.54037788,0.69956276,-0.11680501,0.08262973,0.11607427,0.19171453
-0.89241352,-0.06342342,0.86093660,-0.06937214,0.01494369,-0.67161603,-0.37572732,0.50357197,0.41668470
-0.04447471,-0.70209020,-0.70809027,0.94249654,0.22203191,-0.55005494,-0.38647949,0.29568080,0.09355185
-0.09201156,0.75435218,-0.79319458,-0.79409673,-0.89483414,-0.69659297,-0.90090549,0.17535537,0.07020071
-0.02576399,-0.10926000,0.48159667,-0.39380768,0.16237333,-0.37370780,-0.06960120,0.04148208,0.11379469
-0.02129878,-0.10844373,-0.08252227,0.07622689,0.07227612,-0.36730458,-0.03323566,-0.21909828,-0.13224489
0.44728933,-0.36038440,0.18458092,-0.07481804,-0.03113527,-0.21172343,-0.06687230,-0.01955663,0.31908550
-0.51795392,-0.59967852,0.18897617,-0.50934130,0.56125924,0.81060187,-0.01659677,0.36069545,0.32748991
-0.27686911,0.19055749,0.32135385,-0.18232272,0.57333183,0.70705077,0.41196603,0.29586751,0.53000568
-0.20511983,0.39721646,0.33964507,-0.64874546,-0.22260441,0.80371794,0.28656048,0.06764064,0.07113565
-0.55561418,-0.86823747,0.22271711,-0.23061679,0.42150499,-0.41264216,-0.66226172,-0.03212036,0.28266349
-0.81350453,-0.18431619,-0.69351700,0.06722809,0.46554143,0.97437455,-0.06018183,0.03555019,-0.08821111
0.27552228,0.40168502,0.94661411,0.88441470,-0.58287856,-0.68323192,0.46223695,0.21496240,0.00678407
0.93645154,-0.76032572,0.16990096,-0.74023434,-0.73240179,-0.33233266,-0.44406583,-0.00254571,0.01583974
-0.28274666,-0.65169784,-0.52996263,-0.00609938,-0.02255340,0.84522441,-0.16642119,0.37329892,0.23967028
0.12962127,-0.71446016,-0.27897062,-0.72425925,0.78728500,-0.30291621,-0.26364612,0.12585394,-0.14373338
0.43817236,-0.58772454,0.81670455,-0.98988444,0.39438756,-0.91568443,-0.31924817,0.09835211,0.33225093
0.59456963,0.62683794,0.54296644,-0.77970009,-0.19943730,-0.79040501,-0.06442715,0.20783552,0.19616446
